2025-09-20 19:59:36.758 | INFO     | workflows.code_repo_workflow:run:86 - Starting CodeRepoWorkflow.run (run_id=code-repo-2025-09-20T14-29-36Z)
2025-09-20 19:59:36.762 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: metric.code.cyclomatic_complexity_band
2025-09-20 19:59:36.762 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: metric.code.maintainability_band
2025-09-20 19:59:36.762 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: LLM.call
2025-09-20 19:59:36.762 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: LLM.call
2025-09-20 19:59:36.763 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: metric.code.docstring_coverage_band
2025-09-20 19:59:36.763 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: metric.code.nested_loops_band
2025-09-20 19:59:36.763 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: LLM.call
2025-09-20 19:59:36.764 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: LLM.call
2025-09-20 19:59:36.765 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: metric.ml.framework_maturity
2025-09-20 19:59:36.764 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: metric.infra.security_hygiene
2025-09-20 19:59:36.765 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: metric.infra.feature_engineering
2025-09-20 19:59:36.766 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: metric.ml.data_validation
2025-09-20 19:59:36.764 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: metric.infra.parallel_patterns
2025-09-20 19:59:36.764 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: metric.infra.data_pipeline
2025-09-20 19:59:36.766 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: metric.ml.experiment_tracking
2025-09-20 19:59:36.768 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: metric.ml.training_practice
2025-09-20 19:59:36.768 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: metric.ml.evaluation_practice
2025-09-20 19:59:36.767 | INFO     | data_collection_agents.dev_env_scanner_agent.logging_utils:timed:36 - ▶️ start: metric.ml.hpo_practice
2025-09-20 19:59:37.508 | INFO     | workflows.AGENT_DATA_PLATFORM_ANALYZER.mvp_data_platform_scanner:_log:73 - Completed evaluate_metadata_coverage -> score 5
2025-09-20 19:59:37.593 | INFO     | workflows.AGENT_DATA_PLATFORM_ANALYZER.mvp_data_platform_scanner:_log:73 - Completed evaluate_duplication -> score 5
2025-09-20 19:59:38.013 | INFO     | data_collection_agents.cloud_infra_agent.logging_utils:timed:60 - ✅ done:  metric.security.encryption (2153.29 ms)
2025-09-20 19:59:38.013 | INFO     | workflows.cloud_infra_workflow:_call_metric:113 - [security.encryption] score=5.0 | category=Category.security | All resources are encrypted at rest and utilize a modern TLS policy, indicating excellent compliance with security standards.
2025-09-20 19:59:38.013 | INFO     | data_collection_agents.cloud_infra_agent.logging_utils:timed:56 - ▶️ start: metric.security.iam_risk
2025-09-20 19:59:38.031 | INFO     | data_collection_agents.bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (1925.96 ms)
2025-09-20 19:59:38.032 | INFO     | data_collection_agents.bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.reliability.sla_breach_streaks (1992.59 ms)
2025-09-20 19:59:38.032 | INFO     | data_collection_agents.bi_tracker_agent.llm_engine:score_metric:1048 - [reliability.sla_breach_streaks] score=5 | rationale=There are no breaches on high-priority dashboards, indicating strong reliability. The absence of breaches on critical assets significantly enhances trust.
2025-09-20 19:59:38.032 | INFO     | data_collection_agents.bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.reliability.error_rate_queries
2025-09-20 19:59:38.067 | INFO     | data_collection_agents.bi_tracker_agent.logging_utils:timed:38 - ▶️ start: LLM.call
2025-09-20 19:59:38.095 | INFO     | data_collection_agents.bi_tracker_agent.logging_utils:timed:42 - ✅ done: LLM.call (1989.22 ms)
2025-09-20 19:59:38.095 | INFO     | data_collection_agents.bi_tracker_agent.logging_utils:timed:42 - ✅ done: metric.usage.creators_ratio (2059.11 ms)
2025-09-20 19:59:38.095 | INFO     | data_collection_agents.bi_tracker_agent.llm_engine:score_metric:1048 - [usage.creators_ratio] score=3 | rationale=Creator share is 40% which is strong, but there is heavy concentration with creators likely clustered in a few teams as department spread is unknown.
2025-09-20 19:59:38.095 | INFO     | data_collection_agents.bi_tracker_agent.llm_engine:score_metric:1052 - [usage.creators_ratio] gaps=['Department spread unknown → report creators by department and coverage % → reach ≥60% dept coverage (unlocks score 4).']
2025-09-20 19:59:38.095 | INFO     | data_collection_agents.bi_tracker_agent.logging_utils:timed:38 - ▶️ start: metric.data.source_diversity
